Session,BillURL,DateAccessed,BillName,BillType,BillCat,UKPB_Bill,UKPB_Act,RoyalAssent,RoyalAssentDate,LastChange,Stage,NumberofStages,FirstStageDate,LastStageDate,FirsStageName,LastStageName,Sponsor1,Sponsor2,Sponsor1Inst,Sponsor2Inst,Agent,Promoter,LatestStg-BillPage,LatestStgDate-Billpage,NextStg-Billpage,NextStgDate-Billpage,BillTxtLnk1,BillTxtLnk2,BillTxtDate,BillTxtTitle,LatestNews,Summary,mpnameuseful,mpid_twfy,mpid_grdn,mpparty,mpmajority,mpentered,mpyearentered,mpconstituency,constid_grdn,mpmatch,NumParagraphsTotal,NumParagraphsBody,NumParagraphsSchedules,LegGovUkLink,DocYear,DocMainType,DocEnactmentDate,DocCat,ActNameLGUK
2013-14,http://services.parliament.uk//bills/2013-14/cityoflondonvariouspowershl.html,20140413_170732,City of London (Various Powers) Act 2013,Private Bill,PB,No,No,Yes,18.12.2013,19.12.2013,Royal Assent,15,29.11.2010,18.12.2013,Petition to introduce a Private Bill presented to Parliament,Royal Assent,NA,NA,NA,NA,Winckworth Sherwood,,Royal Assent,18.12.2013,NA,NA,http://www.legislation.gov.uk/ukla/2013/7/contents/enacted/data.htm,NA,18.12.2013,City of London (Various Powers) Act 2013 c.vii,," u'\n'  There are specific times when petitions can be presented:    House of Commons - the petitioning period closed on Thursday 13 September 2012. No petitions were received  House of Lords - the petitioning period ended on 7 February 2011 (no petitions were received).    There will be no further opportunities to petition against this Bill in either House.    Further information about petitioning  can be found by following the link or you can  contact  one of the Private Bill Offices.  Staff in either office will be happy to answer any questions you may have about the process of opposing a private bill.    u'\n'  Summary of the City of London (Various Powers) Act 2013  u'\n'  The Bill (as originally introduced) would adjust the current street trading controls within the City of London, in particular to facilitate the holding of occasional events, by amending the City of London (Various Powers) Act 1987.     Key areas</strong></p> <ul><li>empowers the City of London Corporation ('the Corporation') to grant temporary licences to carry out street trading, enabling special events which include an element of street trading to be held</li><li>extends the provisions of the 1987 Act to cover those trading under these temporary licences</li><li>makes additional provision for the seizure of goods when a street trading offence is thought to have occurred</li><li>increases the level of fine that can be imposed on street traders who commit offences under the 1987 Act</li><li>grants powers to the Corporation to set (with proper consultation) charges for street trading</li><li>amends the provisions of the 1987 Act governing the sale of ice cream from premises</li><li>allows the Corporation to charge for applications to vary rights of passage on City walkways.</li></ul> u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,23,0,http://www.legislation.gov.uk/ukla/2013/7/contents/enacted/data.xml,2013,UnitedKingdomLocalAct,2013-12-18,primary,City of London (Various Powers) Act 2013
2013-14,http://services.parliament.uk//bills/2013-14/cleanneighbourhoodsandenvironmentamendment.html,20140413_170732,Clean Neighbourhoods and Environment (Amendment) Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,22.07.2013,Lords,2,13.05.2013,19.07.2013,1st reading: House of Lords,2nd reading: House of Lords,Lord Selsdon,NA,,NA,NA,NA,2nd reading: House of Lords,19.07.2013,NA,NA,http://www.publications.parliament.uk/pa/bills/lbill/2013-2014/0014/lbill_2013-20140014_en_1.htm,http://www.publications.parliament.uk/pa/bills/lbill/2013-2014/0014/2014014.pdf,14.05.2013,HL Bill 014  2013-14 (as introduced),, u'\r\n            A Bill to raise the penalty for littering offences; and to require local authorities to provide appropriate and convenient litter disposal points for the entrances to public buildings.\r\n           \r\n        ',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/cohabitationrights.html,20140413_170732,Cohabitation Rights Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,10.10.2013,Lords,1,09.10.2013,09.10.2013,1st reading: House of Lords,1st reading: House of Lords,Lord Marks of Henley-on-Thames,NA,,NA,NA,NA,1st reading: House of Lords,09.10.2013,NA,NA,http://www.publications.parliament.uk/pa/bills/lbill/2013-2014/0049/lbill_2013-20140049_en_1.htm,http://www.publications.parliament.uk/pa/bills/lbill/2013-2014/0049/14049.pdf,10.10.2013,"HL Bill 49 2013-14, as introduced",, u'\r\n            A Bill to provide certain protections for people who live together as a couple or who have lived together as a couple; and to make provision about the property of deceased persons who are survived by a cohabitant; and for connected purposes\r\n           \r\n        ',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/collectionofnationalitydata.html,20140413_170732,Collection of Nationality Data Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,28.02.2014,Commons,2,24.06.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Mr Christopher Chope,NA,,NA,NA,NA,1st reading: House of Commons,24.06.2013,2nd reading: House of Commons,Date to be announced,NA,NA,NA,NA,, u'\r\n            A Bill to require the collection and publication of information relating to the nationality of those in receipt of benefits and of those to whom national insurance numbers are issued.\r\n           \r\n        ',Christopher Chope,10103,941,Conservative,15410,1983-06-09,1983,Christchurch,821,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/communicationsupportdeafness.html,20140413_170732,Communication Support (Deafness) Bill,Private Members' Bill (Ballot Bill),PMB-C,Yes,No,No,NA,14.02.2014,Commons,2,19.06.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Sir Malcolm Bruce,NA,,NA,NA,NA,1st reading: House of Commons,19.06.2013,2nd reading: House of Commons,Date to be announced,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0024/cbill_2013-20140024_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0024/14024.pdf,11.10.2013,"Bill 24 2013-2014, as introduced",, u'\r\n            A Bill to establish a body to assess provision of communication support for Deaf people and to make recommendations; and for connected purposes.\r\n           \r\n        ',Malcolm Bruce,10074,681,Liberal Democrat,6748,1983-06-09,1983,Gordon,973,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/communicationsunsolicitedtelephonecallsandtexts.html,20140413_170732,Communications (Unsolicited Telephone Calls and Texts) Bill,Private Members' Bill (Ballot Bill),PMB-C,Yes,No,No,NA,14.02.2014,Commons,2,19.06.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Mike Crockart,NA,,NA,NA,NA,1st reading: House of Commons,19.06.2013,2nd reading: House of Commons,Date to be announced,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0021/cbill_2013-20140021_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0021/14021.pdf,23.10.2013,"Bill 21 2013-2014, as introduced",, u'\n'       u'\n',Mike Crockart,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/communityhospitals.html,20140413_170732,Community Hospitals Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,11.02.2014,Commons,2,07.01.2014,16.05.2014,1st reading: House of Commons,2nd reading: House of Commons,Charlie Elphicke,NA,,NA,NA,NA,1st reading: House of Commons,07.01.2014,2nd reading: House of Commons,16.05.2014,NA,NA,NA,NA,, u'\r\n            A Bill to make provision for community ownership of hospitals owned by NHS Property Services Ltd.; to facilitate the integration of health and social care services provided in those hospitals; and for connected purposes.\r\n           \r\n        ',Charlie Elphicke,24777,12358,Conservative,5274,2010-05-06,2010,Dover,877,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/consumerrights.html,20140413_170732,Consumer Rights Bill,Government Bill,G,Yes,No,No,NA,14.03.2014,Commons,22,23.01.2014,Date to be announced,1st reading: House of Commons,3rd reading: House of Commons,Vince Cable,NA,"Department for Business, Innovation and Skills",NA,NA,NA,Committee Debate: 15th sitting: House of Commons,13.03.2014,Report stage: House of Commons,Date to be announced,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0180/cbill_2013-20140180_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0180/14180.pdf,14.03.2014,"Bill 180 2013-14, as amended in Public Bill Committee",, u'\n'       u'\n',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/contaminatedbloodsupportforinfectedandbereavedpersons.html,20140413_170732,Contaminated Blood (Support for Infected and Bereaved Persons) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,27.03.2014,Commons,2,24.03.2014,06.06.2014,1st reading: House of Commons,2nd reading: House of Commons,Tom Clarke,NA,,NA,NA,NA,1st reading: House of Commons,24.03.2014,2nd reading: House of Commons,06.06.2014,NA,NA,NA,NA,," u'\r\n            A Bill to establish a committee to advise on haemophilia; to make provision in relation to blood donations; to establish a scheme for NHS Compensation Cards for people who have been treated with and infected by contaminated blood or blood products; to make provision for the financial compensation of people treated with and infected by contaminated blood and blood products and their widows, dependants and carers; to establish a review of the support available for people who have been treated with and infected by contaminated blood or blood products; and for connected purposes.\r\n           \r\n        '",Tom Clarke,10116,982,Labour,20714,1982-06-24,1982,"Coatbridge, Chryston and Bellshill",836,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/controlofoffshorewindturbines.html,20140413_170732,Control of Offshore Wind Turbines Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,06.03.2014,Commons,3,24.06.2013,16.05.2014,1st reading: House of Commons,2nd reading: House of Commons,Mr Christopher Chope,NA,,NA,NA,NA,2nd reading: House of Commons,17.01.2014,2nd reading: House of Commons,16.05.2014,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0068/cbill_2013-20140068_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0068/14068.pdf,15.01.2014,"Bill 68 2013-2014, as introduced",," u'\r\n            A Bill to restrict the height, number, location and subsidies of wind turbines situated offshore within 20 miles of the coast. \r\n           \r\n        '",Christopher Chope,10103,941,Conservative,15410,1983-06-09,1983,Christchurch,821,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/cooperativeandcommunitybenefitsocieties.html,20140413_170732,Co-operative and Community Benefit Societies Bill [HL],Government Bill,G,Yes,No,No,NA,18.03.2014,Commons,7,18.12.2013,17.03.2014,1st reading: House of Lords,3rd reading: House of Commons,Lord Newby,Sajid Javid,HM Treasury,HM Treasury,NA,NA,3rd reading: House of Commons,17.03.2014,NA,NA,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0181/cbill_2013-20140181_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0181/14181.pdf,13.03.2014,"Bill 181 2013-2014, as brought from the Lords",," u'\r\n            A Bill to consolidate certain enactments relating to co-operative societies, community benefit societies and other societies registered or treated as registered under the Industrial and Provident Societies Act 1965, with amendments to give effect to recommendations of the Law Commission and the Scottish Law Commission.\r\n           \r\n        '",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/cooperativeandsocialenterprisedevelopment.html,20140413_170732,Co-operative and Social Enterprise (Development) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,13.03.2014,Commons,2,11.03.2014,06.06.2014,1st reading: House of Commons,2nd reading: House of Commons,Jim Dobbin,NA,,NA,NA,NA,1st reading: House of Commons,11.03.2014,2nd reading: House of Commons,06.06.2014,NA,NA,NA,NA,," u'\r\n            A Bill to require the Secretary of State to ensure that each Local Enterprise Partnership (LEP) has at least one board member who is a co-operative or social enterprise business specialist, and that LEP plans make specific reference to development of co-operatives and social enterprises; and for connected purposes.\r\n           \r\n        '",Jim Dobbin,10170,1410,Labour,5971,1997-05-01,1997,Heywood and Middleton,1021,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/coronersandjusticeamendment.html,20140413_170732,Coroners and Justice (Amendment) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,06.02.2014,Commons,2,09.10.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Sir Paul Beresford,NA,,NA,NA,NA,1st reading: House of Commons,09.10.2013,2nd reading: House of Commons,Date to be announced,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0113/cbill_2013-20140113_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0113/14113.pdf,11.10.2013,"Bill 113 2013-2014, as introduced",, u'\r\n            A Bill to amend section 62 of the Coroners and Justice Act 2009 so as to apply additionally to the possession of pornographic written material about children; to make consequential amendments to the Act; and for connected purposes.\r\n           \r\n        ',Paul Beresford,10041,383,Conservative,15653,1992-04-09,1992,Mole Valley,1134,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/counsellorsandpsychotherapists.html,20140413_170732,Counsellors and Psychotherapists (Regulation) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,06.03.2014,Commons,2,23.10.2013,06.06.2014,1st reading: House of Commons,2nd reading: House of Commons,Geraint Davies,NA,,NA,NA,NA,1st reading: House of Commons,23.10.2013,2nd reading: House of Commons,06.06.2014,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0120/cbill_2013-20140120_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0120/14120.pdf,12.12.2013,Bill 120 2013-2014. as introduced,, u'\r\n            A Bill to provide that the Health Professionals Council be the regulatory body for counsellors and psychotherapists; and for connected purposes\r\n           \r\n        ',Geraint Davies,10159,12064,Labour,504,1997-05-01,1997,Swansea West,1357,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/creditunionarmedforces.html,20140413_170732,Credit Union (Armed Forces)  Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,28.02.2014,Commons,2,18.12.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Mr Gareth Thomas,NA,,NA,NA,NA,1st reading: House of Commons,18.12.2013,2nd reading: House of Commons,Date to be announced,NA,NA,NA,NA,, u'\r\n            A Bill to provide for the establishment of a credit union for members of the armed forces and family members who live in the same household; and for connected purposes.\r\n           \r\n        ',Gareth Thomas,10594,5151,Labour,3143,1997-05-01,1997,Harrow West,1004,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/criminaljusticeandcourts.html,20140413_170732,Criminal Justice and Courts Bill,Government Bill,G,Yes,No,No,NA,02.04.2014,Commons,21,05.02.2014,Date to be announced,1st reading: House of Commons,3rd reading: House of Commons,Chris Grayling,NA,Ministry of Justice,NA,NA,NA,Committee Debate: 13th sitting: House of Commons,01.04.2014,Report stage: House of Commons,Date to be announced,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0192/cbill_2013-20140192_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0192/14192.pdf,02.04.2014,"Bill 192 2013-14, as amended in Public Bill Committee",, u'\r\n            To make provision about how offenders are dealt with before and after conviction; to amend the offence of possession of extreme pornographic images; to make provision about the proceedings and powers of courts and tribunals; to make provision about judicial review; and for connected purposes.\r\n           \r\n        ',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/culturalandcommunitydistributionderegulation.html,20140413_170732,Cultural and Community Distribution Deregulation Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,08.07.2013,Lords,2,09.05.2013,05.07.2013,1st reading: House of Lords,2nd reading: House of Lords,Lord Clement-Jones,NA,,NA,NA,NA,2nd reading: House of Lords,05.07.2013,NA,NA,http://www.publications.parliament.uk/pa/bills/lbill/2013-2014/0007/lbill_2013-20140007_en_1.htm,http://www.publications.parliament.uk/pa/bills/lbill/2013-2014/0007/14007.pdf,10.05.2013,"HL Bill 007, 2013-2014, as introduced",Second reading - the general debate on all aspects of the Bill - took place on 5 July.," u'\r\n            A Bill to amend the Environmental Protection Act 1990 with respect to the distribution of printed matter for events which involve small-scale performance of live music and other entertainment, and for connected purposes.\r\n           \r\n        '",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
